type,model_mkt,display_name
desktops,G15CE,ROG Strix GT15
desktops,G15CF,ROG Strix GT15
desktops,G15CK,ROG Strix GT15
desktops,G15DK,ROG Strix GA15 G15
desktops,G16CH,ROG Strix G16CH
desktops,G22CH,ROG G22CH
desktops,G35CA,ROG STRIX G35CA
desktops,G35CG,ROG Strix GT35 G35
desktops,G35CZ,ROG Strix GT35
laptops,GA401QEC,2021 ROG Zephyrus G14 AW SE
laptops,GA402RJ,ROG Zephyrus G14 (2022)
laptops,GA402RK,ROG Zephyrus G14 (2022)
laptops,GA402XV,ROG Zephyrus G14 (2023)
laptops,GA402XZ,ROG Zephyrus G14 (2023)
laptops,GA403UV,ROG Zephyrus G14 (2024)
laptops,GA503QS,2021 ROG Zephyrus G15
laptops,GA503QR,2021 ROG Zephyrus G15
laptops,GA503QM,2021 ROG Zephyrus G15
laptops,GA503QC,2021 ROG Zephyrus G15
laptops,GA503RM,ROG Zephyrus G15 (2022)
laptops,GA503RW,ROG Zephyrus G15 (2022)
laptops,GU603ZI,ROG Zephyrus G16 (2023)
laptops,GU604VZ,ROG Zephyrus M16 (2023)
laptops,GU605MY,ROG Zephyrus G16 (2024)
laptops,GU605MZ,ROG Zephyrus G16 (2024)
laptops,GU605MI,ROG Zephyrus G16 (2024)
laptops,GU605MV,ROG Zephyrus G16 (2024)
laptops,GV301RE,ROG Flow X13 (2022)
laptops,GV302XU,ROG Flow X13 (2023)
laptops,GV601RM,ROG Flow X16 (2022)
laptops,GV601VI,ROG Flow X16 (2023)
laptops,GX501GI,ROG Zephyrus GX501
laptops,GX551QS,2021 ROG Zephyrus Duo 15 SE
laptops,GX650PY,ROG Zephyrus duo 16 (2023)
laptops,GZ301ZE,ROG Flow Z13 (2022)
laptops,GZ301ZC,ROG Flow Z13 (2022)
laptops,GZ301VV,ROG Flow Z13 (2023)
laptops,H5600QM,"ProArt Studiobook 16 (H5600, AMD Ryzen 5000 series)"
laptops,W7600Z3A,"ProArt Studiobook Pro 16 (W7600, 12th Gen Intel)"
laptops,H7604JI,ProArt Studiobook 16 OLED (H7604)
laptops,K1703ZA,"ASUS Vivobook 17X (K1703, 12th Gen Intel)"
laptops,S3402ZA,"ASUS Vivobook S 14 OLED (S3402,12th Gen Intel)"
laptops,S3402ZA,"VivoBook S 14 (S3402,12th Gen Intel)"
laptops,K3500PH OLED,"ASUS Vivobook Pro 15 OLED (K3500, 11th Gen Intel)"
laptops,K3500PC OLED,"ASUS Vivobook Pro 15 OLED (K3500, 11th Gen Intel)"
laptops,S3502ZA,"ASUS Vivobook S 15 OLED (S3502,12th Gen Intel)"
laptops,S3502ZA,"ASUS Vivobook S 15 (S3502,12th Gen Intel)"
laptops,S3504VA,ASUS Vivobook 15X (S3504)
laptops,S3604VA,ASUS Vivobook 16X (S3604)
laptops,V3605VC,ASUS Vivobook 16X OLED (V3605V)
laptops,K3605VC,ASUS Vivobook 16X (K3605)
laptops,K3605ZF,ASUS Vivobook 16X (K3605)
laptops,K3605ZV,ASUS Vivobook 16X (K3605)
laptops,K3605ZU,ASUS Vivobook 16X (K3605)
laptops,K3704VA,ASUS Vivobook 17X (K3704)
laptops,S5404VA,ASUS Vivobook S 14 OLED (S5404)
laptops,S5504VA,ASUS Vivobook S 15 OLED (S5504)
laptops,BAPE Edition (S5504),ASUS Vivobook S 15 OLED BAPE 限定版 (S5504)
laptops,K6400ZC,"ASUS Vivobook Pro 14 OLED (K6400, 12th Gen Intel)"
laptops,K6500ZC,"ASUS Vivobook Pro 15 OLED (K6500, 12th Gen Intel )"
laptops,K6500ZH,"ASUS Vivobook Pro 15 (K6500, 12th Gen Intel)"
laptops,K6501ZM,"ASUS Vivobook Pro 15X OLED (K6501, 12th Gen Intel)"
laptops,K6502ZC,ASUS Vivobook Pro 15 OLED (K6502)
laptops,K6502ZE,ASUS Vivobook Pro 15 OLED (K6502)
laptops,K6502VV,ASUS Vivobook Pro 15 OLED (K6502)
laptops,K6502VU,ASUS Vivobook Pro 15 OLED (K6502)
laptops,K6602ZE,ASUS Vivobook Pro 16 OLED (K6602)
laptops,K6602VV,ASUS Vivobook Pro 16 OLED (K6602)
laptops,K6602VU,ASUS Vivobook Pro 16 OLED (K6602)
laptops,ExpertBook BM1 BM1400,ExpertBook BM1 BM1400
laptops,Vivobook 14 OLED (D1405),Vivobook 14 OLED (D1405Y)
laptops,M1502QA,ASUS Vivobook 15 (M1502)
laptops,M1503QA,"ASUS Vivobook 15X OLED (M1503, AMD Ryzen 5000 series)"
laptops,ASUS Vivobook 15 OLED (D1505),ASUS Vivobook 15 OLED (D1505Y)
laptops,M1603QA,"ASUS Vivobook 16X (M1603, AMD Ryzen 5000 series)"
laptops,M1702QA,"ASUS Vivobook 17 (M1702, AMD Ryzen 5000 series)"
laptops,M3401QC OLED,"ASUS Vivobook Pro 14 OLED (M3401, AMD Ryzen 5000 Series)"
laptops,M3401QA,"ASUS Vivobook Pro 14 OLED (M3401, AMD Ryzen 5000 Series)"
laptops,M3500QC OLED,"ASUS Vivobook Pro 15 OLED (M3500, AMD Ryzen 5000 Series)"
laptops,M3502QA,"ASUS Vivobook S 15 (M3502, AMD Ryzen 5000 Series)"
laptops,M3704YA,ASUS Vivobook 17X (M3704)
laptops,M5406NA,ASUS Vivobook S 14 (M5406)
laptops,M5406WA,ASUS Vivobook S 14 (M5406)
laptops,M5606WA,ASUS Vivobook S 16 (M5606)
laptops,M6500RC,"ASUS Vivobook Pro 15 OLED (M6500, AMD Ryzen 6000 系列)"
laptops,D6500QC,"ASUS Vivobook Pro 15 (D6500, AMD Ryzen series)"
laptops,N6506MV,ASUS Vivobook Pro 15 OLED (N6506)
laptops,N6506MU,ASUS Vivobook Pro 15 OLED (N6506)
laptops,N7401ZE,"ASUS Vivobook Pro 14X OLED (N7401, 12th Gen Intel)"
laptops,N7601ZM,"ASUS Vivobook Pro 16X OLED (N7601, 12th Gen Intel)"
laptops,N7601ZW OLED,"ASUS Vivobook Pro 16X OLED (N7601, 12th Gen Intel)"
laptops,ASUS ExpertBook P2451FA,ASUS ExpertBook P2
laptops,ExpertBook P2 P2451,ASUS ExpertBook P2
laptops,ASUS ExpertBook P2 P2540,ASUSPRO P2540
laptops,ASUSPRO P5440,ASUSPRO P5440
laptops,ASUSPRO P5440FA,ASUSPRO P5440
laptops,S5402Z,"ASUS Vivobook S 14X OLED (S5402, 12th Gen Intel)"
laptops,S5406MA,ASUS Vivobook S 14 OLED (S5406)
laptops,S5507QA,ASUS Vivobook S 15 (S5507); Copilot+ PC
laptops,M5602QA,"ASUS Vivobook S 16X (M5602, AMD Ryzen 5000 Series)"
laptops,S5606MA,ASUS Vivobook S 16 OLED (S5606)
laptops,T3300KA,ASUS Vivobook 13 Slate OLED (T3300)
laptops,Philip Colbert (T3300KA),ASUS Vivobook 13 Slate OLED Philip Colbert Edition
laptops,Steven Harrington (T3300KA),ASUS Vivobook 13 Slate OLED Steven Harrington Edition
laptops,T3304GA,ASUS Vivobook 13 Slate OLED (T3304)
laptops,TM420IA,Vivobook Flip 14 TM420
laptops,TP202NA,ASUS Vivobook Flip 12 TP202
laptops,TP401MA,ASUS Vivobook Flip 14 TP401
laptops,TP412UA,ASUS Vivobook Flip 14 TP412
laptops,TP412FA,ASUS Vivobook Flip 14 TP412
laptops,R460E,ASUS VivoBook Flip 14 R460E
laptops,TP470EA,Vivobook Flip 14 TP470
laptops,TP470EZ,Vivobook Flip 14 TP470
laptops,UM325SA,Zenbook 13 OLED (UM325)
laptops,UM325UA,Zenbook 13 OLED (UM325)
laptops,UM425UA,Zenbook 14 (UM425UA)
laptops,UM425QA,Zenbook 14 (UM425QA)
laptops,"ASUS Zenbook Pro 15 OLED (UM535, AMD Ryzen 5000 Series)","Zenbook Pro 15 OLED (UM535, AMD Ryzen 5000 Series)"
laptops,UX325JA,ASUS Zenbook 13 UX325JA
laptops,Zenbook 13 UX334,ASUS Zenbook 13 UX334
laptops,Zenbook Edition 30 UX334,ASUS Zenbook Edition 30 UX334
laptops,UX363EA,Zenbook Flip 13 UX363 (11th gen Intel)
laptops,UX363EA,"Zenbook Flip 13 OLED (UX363, 11th Gen Intel®)"
laptops,UX371EA,ASUS Zenbook Flip S
laptops,UX392FA,ASUS Zenbook S13 UX392
laptops,UX392FN,ASUS Zenbook S13 UX392
laptops,UX393EA,Zenbook S UX393 (11th Gen Intel)
laptops,UX425JA,ASUS Zenbook 14 UX425JA
laptops,UX425EA,Zenbook 14 UX425 (11th Gen Intel)
laptops,UX431FA,ASUS Zenbook 14 UX431
laptops,UX431FN,ASUS Zenbook 14 UX431
laptops,UX431FL,ASUS Zenbook 14 UX431
laptops,UX434FLC,ASUS Zenbook 14 UX434
laptops,UX434FAC,ASUS Zenbook 14 UX434
laptops,UX434FQ,ASUS Zenbook 14 UX434
laptops,UX435EAL,Zenbook 14 Ultralight UX435
laptops,UX435EGL,Zenbook 14 Ultralight UX435
laptops,UX463FL,ASUS Zenbook Flip 14 UX463
laptops,UX481FL,Zenbook Duo UX481
laptops,UX534FTC,ASUS Zenbook 15 UX534
laptops,UX534FT,ASUS Zenbook 15 UX534
laptops,UX534FAC,ASUS Zenbook 15 UX534
laptops,UX535LI,Zenbook Pro 15 UX535
laptops,UX535LI,Zenbook Pro 15 OLED (UX535)
laptops,UX581GV,Zenbook Pro Duo UX581
laptops,UX581LV,Zenbook Pro Duo UX581
laptops,UX582ZM,"Zenbook Pro Duo 15 OLED (UX582, 12th Gen Intel)"
laptops,UX582ZW,"Zenbook Pro Duo 15 OLED (UX582, 12th Gen Intel)"
laptops,W7600H5A,"ProArt Studiobook Pro 16 (W7600,11th Gen Intel)"
laptops,W7604J3D,ProArt Studiobook Pro 16 OLED (W7604)
laptops,X1402ZA,"ASUS Vivobook 14 (X1402, 12th Gen Intel)"
laptops,X1403ZA,"ASUS Vivobook 14X (X1403, 12th Gen Intel)"
laptops,X1403ZA,"ASUS Vivobook 14X OLED (X1403, 12th Gen Intel)"
laptops,X1404ZA,ASUS Vivobook 14 (X1404)
laptops,X1404VA,ASUS Vivobook 14 (X1404)
laptops,X1405ZA,ASUS Vivobook 14 (X1405)
laptops,X1405VA,ASUS Vivobook 14 (X1405)
laptops,X1502ZA,ASUS Vivobook 15 (X1502)
laptops,X1503ZA,"ASUS Vivobook 15X OLED (X1503, 12th Gen Intel)"
laptops,X1504ZA,ASUS Vivobook 15 (X1504)
laptops,X1504VA,ASUS Vivobook 15 (X1504)
laptops,X1504VAP,ASUS Vivobook 15 (X1504)
others,,ASUS Vivobook 15 (X1504)
laptops,X1505VA,ASUS Vivobook 15 OLED (X1505)
laptops,X1603ZA,"ASUS Vivobook 16X (X1603, 12th Gen Intel)"
laptops,X1605ZA,ASUS Vivobook 16 (X1605)
laptops,X1605VA,ASUS Vivobook 16 (X1605)
laptops,M1605YA,ASUS Vivobook 16 (M1605)
laptops,X1704VA,ASUS Vivobook 17 (X1704)
all-in-one-pcs,Zen AiO 24 ZN242,ASUS Zen AiO 24 ZN242
desktops,ExpertCenter D3 Tower (D300TA),ExpertCenter D3 Tower D300TA
desktops,ASUS S300TA,ASUS S300TA
desktops,ASUSPRO D340MC,ASUSPRO D340MC
desktops,ASUS S340MC,ASUS S340MC
desktops,ExpertCenter D5 Mini Tower D500MA,ExpertCenter D5 Mini Tower D500MA
desktops,ExpertCenter D5 Mini Tower (D500MD),ASUS ExpertCenter D5 Mini Tower D500MD
desktops,ExpertCenter D5 Mini Tower (D500ME),ExpertCenter D5 Mini Tower (D500ME)
desktops,S500ME,ASUS S500ME
desktops,ExpertCenter D5 SFF D500SA,ExpertCenter D5 SFF D500SA
desktops,ASUS S500SA,ASUS S500SA
desktops,ExpertCenter D5 SFF (D500SC),ExpertCenter D5 SFF (D500SC)
desktops,ASUS S500SC,ASUS S500SC
desktops,ExpertCenter D5 SFF (D500SD),ASUS ExpertCenter D5 SFF D500SD
desktops,ASUS S500SD,ASUS S500SD
desktops,ExpertCenter D5 SFF (D500SE),ExpertCenter D5 SFF (D500SE)
desktops,S500SE,ASUS S500SE
desktops,ASUS ExpertCenter D5 Tower D500TC,ASUS ExpertCenter D5 Tower D500TC
desktops,ASUS S500TC,ASUS S500TC
desktops,ExpertCenter D5 Tower (D500TD),ASUS ExpertCenter D5 Tower D500TD
desktops,ASUS S500TD,ASUS S500TD
desktops,ExpertCenter D5 Tower (D500TE),ExpertCenter D5 Tower (D500TE)
desktops,ASUS S500TE,ASUS S500TE
desktops,ASUSPRO D540MA,ASUSPRO D540MA
desktops,ASUSPRO D540SA,ASUSPRO D540SA
desktops,ASUSPRO D640MB,ASUSPRO D640MB
desktops,ASUS S640MB,ASUS S640MB
desktops,ASUSPRO D640SA,ASUSPRO D640SA
desktops,ASUS S641MD,ASUS S641MD
desktops,ASUSPRO D641MD,ASUSPRO D641MD
desktops,ASUS S641SC,ASUS S641SC
desktops,ASUSPRO D641SC,ASUSPRO D641SC
desktops,ExpertCenter D7 Mini Tower D700MA,ExpertCenter D7 Mini Tower D700MA
desktops,ExpertCenter D7 Mini Tower (D700MC),ASUS ExpertCenter D7 Mini Tower D700MC
desktops,ExpertCenter D7 Mini Tower (D700MD),ASUS ExpertCenter D7 Mini Tower D700MD
desktops,M700MD,ASUS ExpertCenter M7 Mini Tower M700MD
desktops,ExpertCenter M7 Mini Tower (M700ME),ExpertCenter M7 Mini Tower (M700ME)
desktops,ExpertCenter D7 Mini Tower (D700ME),ExpertCenter D7 Mini Tower (D700ME)
desktops,ExpertCenter D7 SFF (D700SA),ExpertCenter D7 SFF D700SA
desktops,ExpertCenter D7 SFF (D700SC),ASUS ExpertCenter D7 SFF D700SC
desktops,ExpertCenter D7 SFF (D700SD),ExpertCenter D7 SFF D700SD
desktops,ExpertCenter D7 SFF (D700SD),ExpertCenter M7 SFF M700SD
desktops,ExpertCenter D7 SFF (D700SE),ExpertCenter D7 SFF (D700SE)
desktops,ExpertCenter M7 SFF (M700SE),ExpertCenter M7 SFF (M700SE)
desktops,ExpertCenter D7 Tower D700TA,ExpertCenter D7 Tower D700TA
desktops,ExpertCenter D7 Tower W700TA,ExpertCenter W7 Tower W700TA
desktops,ASUS S700TA,ASUS S700TA
desktops,ExpertCenter W7 Tower (W700TC),ExpertCenter W7 Tower (W700TC)
desktops,ASUS S700TC,ASUS S700TC
desktops,ExpertCenter D7 Tower (D700TD),ASUS ExpertCenter D7 Tower D700TD
desktops,M700TD,ASUS ExpertCenter M7 Tower M700TD
desktops,ExpertCenter D7 Tower (D700TE),ExpertCenter D7 Tower (D700TE)
desktops,ExpertCenter M7 Tower (M700TE),ExpertCenter M7 Tower (M700TE)
desktops,M840MB,ASUSPRO M840MB
desktops,ASUSPRO D840SA,ASUSPRO D840SA
desktops,ASUS ExpertCenter M9 Mini Tower M900MC,ASUS ExpertCenter M9 Mini Tower M900MC
desktops,ExpertCenter D9 Mini Tower (D900MC),ASUS ExpertCenter D9 Mini Tower D900MC
desktops,ExpertCenter D9 Mini Tower (D900MD),ExpertCenter D9 Mini Tower (D900MD)
desktops,M900MD,ExpertCenter M9 Mini Tower (M900MD)
desktops,ExpertCenter D9 SFF (D900SA),ExpertCenter D9 SFF D900SA
desktops,ExpertCenter D9 SFF (D900SD),ExpertCenter M9 SFF (M900SD)
desktops,ExpertCenter D9 SFF (D900SD),ExpertCenter D9 SFF (D900SD)
desktops,ExpertCenter D9 Tower (D900TA),ExpertCenter D9 Tower D900TA
desktops,G13CHR,ROG Strix G13CHR
desktops,G16CHR,ROG Strix G16CHR
desktops,G35DX,ROG Strix GA35
desktops,ROG Strix GA35 (G35DX),ROG Strix GA35
desktops,ASUS S300MA,ASUS S300MA
desktops,ASUS S340MF,ASUS S340MF
desktops,ASUS S500MC,ASUS S500MC
desktops,ASUS S501MD,ASUS S501MD
desktops,ASUS Desktop S5 S501ME/S501ME,ASUS S501ME
laptops,TN3402QA,ASUS Vivobook S 14 Flip (TN3402)
laptops,TP1400KA,ASUS Vivobook Go 14 Flip (TP1400)
laptops,TP1401KA,ASUS Vivobook Go 14 Flip (TP1401)
laptops,TP3402ZA,ASUS Vivobook S 14 Flip (TP3402)
laptops,TP3402VA IPS,ASUS Vivobook S 14 Flip (TP3402)
laptops,UM3406HA,ASUS Zenbook 14 OLED (UM3406)
laptops,UM3504DA,ASUS Zenbook 15 OLED (UM3504)
laptops,UM5302TA,"Zenbook S 13 OLED (UM5302, AMD Ryzen 7000 series)"
laptops,UM5302LA,"Zenbook S 13 OLED (UM5302, AMD Ryzen 7000 series)"
laptops,UM5606WA,ASUS Zenbook S 16 (UM5606)
laptops,UN5401QA,"Zenbook 14 Flip OLED (UN5401, AMD Ryzen 5000 Series)"
laptops,UP3404VA,ASUS Zenbook 14 Flip OLED (UP3404)
laptops,UP5302ZA,"Zenbook S 13 Flip OLED (UP5302, 12th Gen Intel)"
laptops,UP5401ZA,"Zenbook 14 Flip OLED (UP5401, 12th Gen Intel)"
laptops,UP6502ZD,"Zenbook Pro 15 Flip OLED ( UP6502, 12th Gen Intel)"
laptops,UX3402ZA,Zenbook 14 (UX3402)
laptops,UX3402ZA,Zenbook 14 OLED (UX3402)
laptops,UX3402VA,Zenbook 14 (UX3402)
laptops,UX3402VA OLED,Zenbook 14 OLED (UX3402)
laptops,UX3404VC,ASUS Zenbook 14X OLED (UX3404)
laptops,UX3405MA,ASUS Zenbook 14 OLED (UX3405)
laptops,UX5304VA,ASUS Zenbook S 13 OLED (UX5304)
laptops,UX5304MA,ASUS Zenbook S 13 OLED (UX5304)
laptops,UX5400EG,"Zenbook 14X OLED (UX5400, 11th Gen Intel)"
laptops,UX5400EA,"Zenbook 14X OLED (UX5400, 11th Gen Intel)"
laptops,UX5400ZB,"Zenbook 14X OLED (UX5400, 12th Gen Intel)"
laptops,UX5400ZF,"Zenbook 14X OLED (UX5400, 12th Gen Intel)"
laptops,UX5401EA,"Zenbook 14X (UX5401, 11th Gen Intel)"
laptops,UX5401ZA,"Zenbook 14X OLED (UX5401, 12th Gen Intel)"
laptops,UX5401ZAS,"Zenbook 14X OLED Space Edition (UX5401, 12th Gen Intel)"
laptops,UX6404VI,ASUS Zenbook Pro 14 OLED (UX6404)
laptops,UX7602ZM,Zenbook Pro 16X OLED (UX7602)
laptops,UX7602BZ,Zenbook Pro 16X OLED (UX7602)
laptops,UX8402ZE,Zenbook Pro 14 Duo OLED (UX8402)
laptops,UX8402VV,Zenbook Pro 14 Duo OLED (UX8402)
laptops,UX8406MA,ASUS Zenbook DUO (2024) UX8406
laptops,UX9702AA,Zenbook 17 Fold OLED (UX9702)
desktops,ASUS U500MA,ASUS U500MA
desktops,D500MER,ExpertCenter D5 Mini Tower (D500MER)
desktops,S500MER,ASUS S5 Mini Tower (S500MER)
desktops,D500SER,ASUS ExpertCenter D5 SFF (D500SER)
desktops,S500SER,ASUS S500SER
desktops,ExpertCenter D5 Tower D500TER,ExpertCenter D5 Tower (D500TER)
desktops,D700MER,ExpertCenter D7 Mini Tower (D700MER)
desktops,D700SER,ASUS ExpertCenter D7 SFF (D700SER)
desktops,ExpertCenter D7 Tower D700TER,ExpertCenter D7 Tower (D700TER)
desktops,ExpertCenter M9 Mini Tower (M900MDR),ExpertCenter M9 Mini Tower (M900MDR)
desktops,ExpertCenter D9 Mini Tower D900MDR,ExpertCenter D9 Mini Tower (D900MDR)
desktops,D901MDR,ASUS ExpertCenter D9 Mini Tower (D901MDR)
desktops,ExpertCenter D9 SFF D901SDR,ASUS ExpertCenter D9 SFF (D901SDR) 
desktops,ProArt Station PD5 (PD500TC),ASUS ProArt Station PD5 PD500TC
desktops,ProArt Station PD5 PD500TE,ASUS ProArt Station PD5 PD500TE
desktops,ASUS S5 MINI TOWER S501MER,ASUS S5 MINI TOWER S501MER
laptops,ExpertBook B1 B1400CEAE,"ExpertBook B1 (B1400, 11th Gen Intel)"
laptops,"ExpertBook B1 (B1400, 11th Gen Intel)","ExpertBook B1 (B1400, 11th Gen Intel)"
laptops,"ExpertBook B1 (B1400, 12th Gen Intel)","ExpertBook B1 (B1400, 12th Gen Intel)"
laptops,"ExpertBook B1 (B1408, 13th Gen Intel)","ExpertBook B1 (B1408CV, 13th Gen Intel)"
laptops,B1402CVA,"ExpertBook B1 (B1402,第13代 Intel處理器)"
laptops,"ExpertBook B1 (B1500, 11th Gen Intel)","ExpertBook B1 (B1500, 11th Gen Intel)"
laptops,ExpertBook B1 B1500CEAE,"ExpertBook B1 (B1500, 11th Gen Intel)"
laptops,"ExpertBook B1 (B1500, 12th Gen Intel)","ExpertBook B1 (B1500, 12th Gen Intel)"
laptops,B1508CB,"ExpertBook B1 (B1508C, 12th Gen Intel)"
laptops,B1502CVA,"ExpertBook B1 (B1502,第13代 Intel處理器)"
laptops,"ExpertBook B1 (B1508, 13th Gen Intel)","ExpertBook B1 (B1508CV, 13th Gen Intel)"
laptops,"ExpertBook B2 (B2402C, 12th Gen Intel)","ExpertBook B2 (B2402C, 12th Gen Intel)"
laptops,"Expertbook BM2 (BM2402C, AMD Ryzen 5000 series)","Expertbook BM2 (BM2402C, AMD Ryzen 5000 series)"
laptops,B2402CVA,"ExpertBook B2 (B2402C, 13th Gen Intel)"
laptops,"ExpertBook B2 (B2502C, 12th Gen Intel)","Expertbook B2 (B2502C, 12th Gen Intel)"
laptops,"Expertbook BM2 (BM2502C, AMD Ryzen 5000 series)","Expertbook BM2 (BM2502C, AMD Ryzen 5000 series)"
laptops,B2502CVA,"ExpertBook B2 (B2502C, 13th Gen Intel)"
laptops,"ExpertBook B5 Flip (B5302F, 11th Gen Intel)","ExpertBook B5 Flip (B5302F, 11th Gen Intel)"
laptops,"ExpertBook B5 Flip OLED (B5302F, 11th Gen Intel)","ExpertBook B5 Flip OLED (B5302F, 11th Gen Intel)"
laptops,"ExpertBook B5 (B5302C, 11th Gen Intel)","ExpertBook B5 (B5302C, 11th Gen Intel)"
laptops,"ExpertBook B5 Flip (B5302F, 12th Gen Intel)","ExpertBook B5 Flip (B5302F, 12th Gen Intel)"
laptops,"ExpertBook B5 (B5302, 12th Gen Intel)","ExpertBook B5 (B5302, 12th Gen Intel)"
laptops,"ExpertBook B3 Flip (B3402, 11th Gen Intel)","ExpertBook B3 Flip (B3402, 11th Gen Intel)"
laptops,"ExpertBook B3 Flip (B3402, 12th Gen Intel)","ASUS ExpertBook B3 Flip (B3402, 12th Gen Intel)"
laptops,B3404CVF,ASUS ExpertBook B3 (B3404)
laptops,B3404CMA,ASUS ExpertBook B3 (B3404)
laptops,B3604CMA,ASUS ExpertBook B3 (B3604)
laptops,B3604CVF,ASUS ExpertBook B3 (B3604)
laptops,"ExpertBook B5 Flip (B5402F, 12th Gen Intel)","ASUS ExpertBook B5 Flip (B5402F, 12th Gen Intel)"
laptops,"ExpertBook B5 (B5402C, 12th Gen Intel)","ASUS ExpertBook B5 (B5402C, 12th Gen Intel)"
laptops,"ExpertBook B5 Flip (B5402F, 13th Gen Intel)","ExpertBook B5 Flip (B5402F, 13th Gen Intel)"
laptops,"ExpertBook B5 (B5402C, 13th Gen Intel)","ExpertBook B5 (B5402C, 13th Gen Intel)"
laptops,B5404CMA,ASUS ExpertBook B5 (B5404)
laptops,"ExpertBook B5 OLED (B5602, 12th Gen Intel)","ExpertBook B5 OLED (B5602, 12th Gen Intel)"
laptops,"ExpertBook B5 Flip (B5602F, 12th Gen Intel)","ExpertBook B5 Flip (B5602F, 12th Gen Intel)"
laptops,"ExpertBook B5 OLED (B5602, 13th Gen Intel)","ExpertBook B5 OLED (B5602, 13th Gen Intel)"
laptops,"ExpertBook B5 (B5602, 13th Gen Intel)","ExpertBook B5 (B5602, 13th Gen Intel)"
laptops,B5604CMA,ASUS ExpertBook B5 (B5604)
laptops,"ExpertBook B6 Flip (B6602F, 12th Gen Intel)","ASUS ExpertBook B6 (B6602F, 12th Gen Intel)"
laptops,"ExpertBook B7 Flip (B7402F, 11th Gen Intel)","Expertbook B7 Flip (B7402F, 11th Gen Intel)"
laptops,"ExpertBook B7 Flip (B7402F, 12th Gen Intel)","ExpertBook B7 Flip (B7402F, 12th Gen Intel)"
laptops,"ExpertBook B7 Flip (B7402, 13th Gen Intel)","ExpertBook B7 Flip (B7402, 13th Gen Intel)"
laptops,"ExpertBook B9 (B9400, 12th Gen Intel)","ASUS ExpertBook B9 (B9400, 12th Gen Intel)"
laptops,ExpertBook B9 (B9400),ExpertBook B9 B9400
laptops,"ExpertBook B9 OLED ( B9403, 13th Gen Intel)","ExpertBook B9 OLED (B9403, 13th Gen Intel)"
laptops,B9403CVAR,"ASUS ExpertBook B9 OLED (B9403, Series 1 intel)"
laptops,ExpertBook B9 B9450,ASUS ExpertBook B9 B9450
laptops,ASUS BR1100F,ASUS BR1100F
laptops,ASUS BR1102F,ASUS BR1102FGA
laptops,ASUS Chromebook Detachable CZ1 (CZ1000),ASUS Chromebook Detachable CZ1 (CZ1000)
laptops,ASUS Chromebook Flip CR1 (CR1100),ASUS Chromebook Flip CR1 (CR1100)
laptops,ASUS Chromebook Flip CX1 (CX1102),ASUS Chromebook Flip CX1 (CX1102)
laptops,ASUS Chromebook Flip CX1 (CX1400),ASUS Chromebook Flip CX1 (CX1400)
laptops,ASUS Chromebook Detachable CM3 CM3000,ASUS Chromebook Detachable CM3 (CM3000)
laptops,ASUS Chromebook CM30 Detachable (CM3001),ASUS Chromebook CM30 Detachable (CM3001)
laptops,"ASUS Chromebook Flip CX3 (CX3400, 11th Gen Intel)","ASUS Chromebook Flip CX3 (CX3400, 11th Gen Intel)"
laptops,"ASUS Chromebook CX34 Flip (CX3401, 12th Gen Intel)","ASUS Chromebook CX34 Flip (CX3401, 12th Gen Intel)"
laptops,ASUS Chromebook Flip CX5 (CX5400),"ASUS Chromebook Flip CX5 (CX5400, 11th Gen Intel)"
laptops,ASUS ExpertBook CX54 Chromebook Plus Enterprise(CX5403),ASUS ExpertBook CX54 Chromebook Plus Enterprise (CX5403)
laptops,ASUS Chromebook Flip CX5 (CX5500),ASUS Chromebook Flip CX5 (CX5500)
laptops,"ASUS Chromebook Flip CX5 (CX5601, 12th Gen Intel)","ASUS Chromebook Flip CX5 (CX5601, 12th Gen Intel)"
all-in-one-pcs,ExpertCenter E1 AiO (E1600),ASUS ExpertCenter E1 AiO (E1600)
all-in-one-pcs,ASUS M3400,ASUS M3400 (AMD Ryzen 5000 Series)
all-in-one-pcs,ASUS A3402,ASUS A3402
all-in-one-pcs,ASUS M3700,ASUS M3700 (AMD Ryzen 5000 Series)
all-in-one-pcs,ASUS AiO M3 (M3702WF),ASUS M3702WFA (M3702WFA)
all-in-one-pcs,ExpertCenter E5 AiO 22 (E5202),ExpertCenter E5 AiO 22
all-in-one-pcs,ExpertCenter E5 AiO 24 (E5402),ExpertCenter E5 AiO 24
all-in-one-pcs,ASUS AiO A5 (A5402),ASUS A5402WVA
all-in-one-pcs,"ExpertCenter E5 AiO (E5402WVA, 13th Gen Intel)",ExpertCenter E5 AiO 24
all-in-one-pcs,ASUS AiO A5 (A5702),ASUS A5702WVA
